iter	Logloss
276	0.2149568084
277	0.2146446433
278	0.2143813012
279	0.2141317329
280	0.2137768381
281	0.2135649687
282	0.2132942917
283	0.2130367484
284	0.2128971279
285	0.212631712
286	0.2124273825
287	0.2121821154
288	0.2118155332
289	0.2115944088
290	0.211137426
291	0.2109644461
292	0.2106441267
293	0.2103755106
294	0.2100358489
295	0.2097840021
296	0.2095205576
297	0.2093332918
298	0.2091754939
299	0.2089535118
300	0.20867413
301	0.2084059619
302	0.2082564847
303	0.2080492237
304	0.2077108806
305	0.2075783134
306	0.2073659193
307	0.2071826858
308	0.2069473779
309	0.2067360078
310	0.2065048346
311	0.206231098
312	0.2060080151
313	0.2057738336
314	0.2055346982
315	0.205249684
316	0.2051750158
317	0.2049065404
318	0.2046041425
319	0.2044277063
320	0.2041819784
321	0.2039865199
322	0.2037830993
323	0.2036654325
324	0.2033928737
325	0.2031587818
326	0.2029746011
327	0.2027669817
328	0.2025412489
329	0.2021886326
330	0.2020308219
331	0.2017530659
332	0.2013647476
333	0.2009752901
334	0.2007832111
335	0.2004375458
336	0.2001915746
337	0.1998107193
338	0.1996551872
339	0.1993051183
340	0.1991002256
341	0.1988645208
342	0.198603406
343	0.1984106358
344	0.1981575345
345	0.1979651099
346	0.1977463537
347	0.1975512409
348	0.1973121566
349	0.1970069168
350	0.1969112934
351	0.1966320012
352	0.1964648842
353	0.1962127174
354	0.1959660933
355	0.1958149392
356	0.1956227578
357	0.1952799855
358	0.1949386853
359	0.1947012268
360	0.1944998415
361	0.1942485835
362	0.1941235433
363	0.1939061184
364	0.1935873864
365	0.1933118961
366	0.1931660159
367	0.1930123912
368	0.1928701209
369	0.192686785
370	0.1924267199
371	0.1922622783
372	0.1921080135
373	0.191881487
374	0.1917294112
375	0.1914153387
376	0.1912214548
377	0.1910568084
378	0.1909005338
379	0.1906970491
380	0.1905720986
381	0.1903208278
382	0.1901285056
383	0.1900225902
384	0.1897337485
385	0.1895615238
386	0.1894407592
387	0.1892497428
388	0.1890666373
389	0.1889044486
390	0.1887163764
391	0.1886344756
392	0.1884940999
393	0.1883095607
394	0.1880587635
395	0.1878405577
396	0.1874626339
397	0.1872319727
398	0.1870585448
399	0.1868820958
400	0.1866922443
401	0.1865299532
402	0.1864047723
403	0.1862296034
404	0.1860507991
405	0.1859353853
406	0.1858058136
407	0.185626574
408	0.1853937751
409	0.1852758779
410	0.1851474327
411	0.184987817
412	0.1848540082
413	0.1847422171
414	0.1845370555
415	0.1842702315
416	0.1841292925
417	0.1840211625
418	0.1838486691
419	0.1835670215
420	0.1835250983
421	0.1834723709
422	0.1832813929
423	0.1830191516
424	0.1828039797
425	0.1826441208
426	0.1825238682
427	0.1822647888
428	0.1821003088
429	0.1818529679
430	0.1816899344
431	0.1815952327
432	0.1814814958
433	0.1812138397
434	0.1809574614
435	0.180740382
436	0.180603309
437	0.1804432453
438	0.1802490542
439	0.1800960566
440	0.1798831248
441	0.1797775934
442	0.1796900986
443	0.1794645066
444	0.1792285586
445	0.1790830881
446	0.1789461046
447	0.1787748145
448	0.1786660572
449	0.178425168
450	0.1781722459
451	0.1780491899
452	0.1778934658
453	0.1777232381
454	0.1775021137
455	0.1773063992
456	0.1770788615
457	0.176766658
458	0.1764681259
459	0.1763321793
460	0.1762384248
461	0.1760235089
462	0.1757676041
463	0.1755779574
464	0.175331935
465	0.1752510199
466	0.175077656
467	0.1749246712
468	0.1747693695
469	0.1746632493
470	0.1745060146
471	0.1743439796
472	0.1741394709
473	0.1738689346
474	0.1736381582
475	0.1735404226
476	0.1733497261
477	0.1731270912
478	0.1729235297
479	0.1727437013
480	0.1726344064
481	0.1721865123
482	0.172087599
483	0.1719581809
484	0.1718904892
485	0.1717588437
486	0.1716081888
487	0.171500046
488	0.171281981
489	0.1710077324
490	0.1707407932
491	0.170521973
492	0.1704003635
493	0.1702056731
494	0.1700476064
495	0.1699190716
496	0.1697327403
497	0.1696409571
498	0.1693477247
499	0.1692270881
500	0.1690969403
501	0.1689316026
502	0.1688093915
503	0.1684923876
504	0.1681782255
505	0.1679660874
506	0.1677790136
507	0.1676198716
508	0.167532108
509	0.1674109721
510	0.1670424826
511	0.1669378857
512	0.166785605
513	0.1666162478
514	0.1665682825
515	0.1664315806
516	0.1663772148
517	0.1662599576
518	0.1660673794
519	0.1659722552
520	0.165807404
521	0.1655415273
522	0.1653518549
523	0.1652634896
524	0.1651054741
525	0.164891595
526	0.1648434249
527	0.164762561
528	0.1645979785
529	0.1643487815
530	0.1640076861
531	0.1638933732
532	0.1638461759
533	0.1636181006
534	0.1634609555
535	0.1633221415
536	0.1631895104
537	0.1630340295
538	0.1628757195
539	0.1627903369
540	0.1625814758
541	0.1623778631
542	0.1622211405
543	0.162135233
544	0.1620211249
545	0.1618891722
546	0.1617233993
547	0.1615779288
548	0.1614127447
549	0.161239304
550	0.1611309948
551	0.1608902592
552	0.1607677152
553	0.1605751498
554	0.1605326633
555	0.1603860023
556	0.1602803813
557	0.1601579909
558	0.1601247083
559	0.1600047118
560	0.1598341257
561	0.1594723183
562	0.1593388295
563	0.1590586157
564	0.1588657814
565	0.1587356465
566	0.1586673276
567	0.1584946037
568	0.1583869857
569	0.1582250403
570	0.1581046085
571	0.1579897836
572	0.1579193909
573	0.1578535426
574	0.1577243421
575	0.1575379084
576	0.1573749005
577	0.1572760896
578	0.1571630952
579	0.1569509186
580	0.1569083681
581	0.1567282965
582	0.1565954093
583	0.1565520523
584	0.1564719565
585	0.1564088604
586	0.15625032
587	0.1561336133
588	0.1559051027
589	0.1557158912
590	0.1556843751
591	0.1555345778
592	0.1554031884
593	0.1552825134
594	0.1550882839
595	0.1550406642
596	0.1548988547
597	0.1546666318
598	0.1545274978
599	0.1544390045
600	0.15434004
601	0.154117533
602	0.1540428904
603	0.153868784
604	0.1537767193
605	0.1536714439
606	0.1535822593
607	0.1535439459
608	0.1534158207
609	0.153292752
610	0.1532610311
611	0.1531079696
612	0.1529887155
613	0.1528159788
614	0.1527125723
615	0.1525046329
616	0.1523332148
617	0.1521366555
618	0.1520179134
619	0.151764172
620	0.1516964292
621	0.1516183687
622	0.1514624781
623	0.151252465
624	0.1511094522
625	0.1510724829
626	0.150798388
627	0.1506484883
628	0.150388564
629	0.1503360928
630	0.1501717791
631	0.1500646092
632	0.149877689
633	0.149744149
634	0.1496567438
635	0.1495834581
636	0.1494458986
637	0.1492476879
638	0.1490506422
639	0.1489185615
640	0.1487888362
641	0.1487272506
642	0.1485054989
643	0.1483623325
644	0.1482750297
645	0.1480671799
646	0.1479325006
647	0.1478650906
648	0.147822028
649	0.1477619658
650	0.1476712579
651	0.1476043471
652	0.1475329303
653	0.1474418896
654	0.1472568128
655	0.14706659
656	0.1468944166
657	0.1468315125
658	0.1466991629
659	0.1464663512
660	0.1464314173
661	0.1462117138
662	0.1460818476
663	0.1459813214
664	0.1459007391
665	0.145734403
666	0.1455776803
667	0.1454822361
668	0.1453859214
669	0.145219598
670	0.1451993341
671	0.1449568832
672	0.1448707837
673	0.1447881148
674	0.1447093887
675	0.1446334788
676	0.1444090389
677	0.1443267029
678	0.1442430739
679	0.1439917904
680	0.1438716914
681	0.143761334
682	0.143718105
683	0.1435925529
684	0.1434186513
685	0.1432136433
686	0.1430628476
687	0.1428464851
688	0.1426508859
689	0.1425001413
690	0.1423336387
691	0.1422212716
692	0.142118838
693	0.1420406111
694	0.1418365376
695	0.1418100523
696	0.1416983252
697	0.141544214
698	0.1413716694
699	0.1412318953
700	0.1410609636
701	0.1408270509
702	0.1406757432
703	0.1405133625
704	0.1403943772
705	0.1402771713
706	0.1401795253
707	0.1401229577
708	0.1400217658
709	0.1399792409
710	0.1398165402
711	0.1396454421
712	0.1395200563
713	0.1393560627
714	0.1392684015
715	0.1391323781
716	0.1390479683
717	0.1389878292
718	0.1387683433
719	0.1386108014
720	0.1384498033
721	0.1382527831
722	0.1381005921
723	0.1379252952
724	0.137817306
725	0.1377681758
726	0.1375972185
727	0.137460107
728	0.1374288725
729	0.1372450246
730	0.1371428086
731	0.1370317088
732	0.136821286
733	0.1367344696
734	0.1365553965
735	0.136441122
736	0.1363091309
737	0.1362644938
738	0.1360834365
739	0.1359486036
740	0.1358688918
741	0.1358053988
742	0.1356717308
743	0.1355470107
744	0.1354317377
745	0.1353997864
746	0.1352173082
747	0.1351227344
748	0.1350020594
749	0.134901994
750	0.1348025431
751	0.134550261
752	0.1343995549
753	0.1343352043
754	0.1342751804
755	0.1341768047
756	0.1340229623
757	0.1339225257
758	0.1337946437
759	0.1337282066
760	0.1335055076
761	0.1333801986
762	0.1332838711
763	0.1329902034
764	0.1328398685
765	0.1326652373
766	0.1325460856
767	0.1324527664
768	0.1323237835
769	0.1322849709
770	0.1321141928
771	0.1319919305
772	0.1319006081
773	0.1316652234
774	0.1315291744
775	0.1314443806
776	0.1313198653
777	0.1312031714
778	0.1310888585
779	0.1309502621
780	0.1308296895
781	0.1306455983
782	0.130558782
783	0.1304461332
784	0.1303457222
785	0.1302791058
786	0.1301678139
787	0.1300448219
788	0.1299654429
789	0.1296717497
790	0.1296062085
791	0.1295704426
792	0.1294941998
793	0.1293207207
794	0.1291625516
795	0.129070986
796	0.1287802882
797	0.128698221
798	0.1286322318
799	0.1285409735
800	0.1284785943
801	0.1283721924
802	0.1282933638
803	0.1281803054
804	0.1281048307
805	0.1279804051
806	0.1278869322
807	0.1277827833
808	0.1276416267
809	0.127561198
810	0.1274537976
811	0.1273463204
812	0.1272114747
813	0.1271082475
814	0.126966182
815	0.1267826925
816	0.1265644355
817	0.1263937726
818	0.1263681962
819	0.1261512705
820	0.1260308899
821	0.1259066691
822	0.1257679574
823	0.1256318828
824	0.1255194133
825	0.1254297551
826	0.1253567126
827	0.125080083
828	0.1248976944
829	0.1247174564
830	0.1247033753
831	0.1246282078
832	0.1244216381
833	0.1243404542
834	0.1242704071
835	0.1242291495
836	0.1240935358
837	0.1238355445
838	0.123796143
839	0.1236087748
840	0.1235510039
841	0.1234034084
842	0.1232948047
843	0.1232098061
844	0.1231175365
845	0.1230641819
846	0.1228900884
847	0.1227952586
848	0.122646255
849	0.1226020915
850	0.1224821846
851	0.1224245545
852	0.122386958
853	0.1222544933
854	0.1222034429
855	0.1221385418
856	0.1219961691
857	0.1218481384
858	0.1217346191
859	0.1216361283
860	0.1215912736
861	0.1214663614
862	0.1212449554
863	0.1211195056
864	0.1209444008
865	0.1209113486
866	0.1207554836
867	0.1206493634
868	0.1205266146
869	0.1204762683
870	0.1203669862
871	0.1202589201
872	0.1201392564
873	0.1200872844
874	0.1200104272
875	0.1197764121
876	0.1196191007
877	0.1195260118
878	0.1193913709
879	0.1193051946
880	0.1191397033
881	0.1189962938
882	0.1189217791
883	0.1188381374
884	0.1187233765
885	0.1185721455
886	0.1185003959
887	0.1183618635
888	0.1182823437
889	0.1182424302
890	0.1181119496
891	0.1180074807
892	0.1179094763
893	0.1177895565
894	0.1176684847
895	0.1175660383
896	0.1175023661
897	0.1174008542
898	0.1172639988
899	0.1171486746
900	0.1168570294
901	0.1167597419
902	0.1166369035
903	0.1164890776
904	0.1163800771
905	0.1161041516
906	0.1160047902
907	0.1159284451
908	0.1158695861
909	0.1158150154
910	0.1157434451
911	0.1156686104
912	0.1155668681
913	0.1154902413
914	0.1154154067
915	0.1153438235
916	0.1152911858
917	0.1151597708
918	0.1150785101
919	0.1149864069
920	0.1148325645
921	0.1146969379
922	0.1146273133
923	0.1144473185
924	0.1143684643
925	0.1141526395
926	0.1139773042
927	0.1138349187
928	0.11375906
929	0.113732434
930	0.1136458864
931	0.1135126024
932	0.1134210369
933	0.1133261815
934	0.1131721855
935	0.1131562867
936	0.113052445
937	0.1129168056
938	0.1128069474
939	0.1127605054
940	0.1126581102
941	0.1125320844
942	0.112519437
943	0.1124393796
944	0.1123199463
945	0.1122791623
946	0.1122303905
947	0.1121472352
948	0.1119268277
949	0.1117983312
950	0.1117802178
951	0.1116669674
952	0.111510168
953	0.1114320947
954	0.111286957
955	0.1110867494
956	0.1109651143
957	0.1108349026
958	0.1107862076
959	0.110722305
960	0.1106008747
961	0.1104666435
962	0.1103082567
963	0.1101490251
964	0.1100454522
965	0.1099498672
966	0.1099172247
967	0.1098490849
968	0.1097677346
969	0.1096425152
970	0.1095817745
971	0.109521085
972	0.1094064905
973	0.1093458009
974	0.1092422281
975	0.1091330739
976	0.1089655089
977	0.1088941945
978	0.1087859621
979	0.10866626
980	0.1085552241
981	0.1085209814
982	0.1084144131
983	0.1082948262
984	0.1082089059
985	0.1080783102
986	0.1079632292
987	0.1078637014
988	0.1077836568
989	0.1077597445
990	0.1076997335
991	0.1075913602
992	0.1075296594
993	0.1073872739
994	0.1072818641
995	0.1071945165
996	0.107099021
997	0.1070375827
998	0.106936282
999	0.1068280431
